Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
health personal care,nutrition wellness,vitamins supplements,2.0,"The cost/count for this product can be misleading because each capsule contains only 250 mg of HMB. Per label instructions, you need to take 4*3 = 12 caps a day to obtain the recommended 3000 mg dose, so each bottle is only a 10 day supply. Some other brands show a more expensive cost/count, but deliver 1000 mg per capsule, so you take only 3 caps per day and they're a much better value. Consider the cost per DOSE instead of cost/count."
grocery gourmet food,snack food,cookies,5.0,"If you like Amaretti, you we not be displeased with this product. They are expensive (they are a once-a-year purchse for me), but they're well worth it. I think the price also reflects the great tin the cookies come in. These babies just melt in your mouth and send you right to heaven."
health personal care,nutrition wellness,vitamins supplements,5.0,"Its a really delicious earthy, herbal tea. Every cup makes me feel warm and comfy. I love it! his will definitely be a repeat order."
grocery gourmet food,pantry staples,jams,5.0,The elderberry jelly is hard to find and is not stocked in our small town store. The box arrived in good condition and the jelly is delicious.
health personal care,health care,pill cases splitters,1.0,One of the compartment doors snapped off after just a few days of use. I will not buy this brand again.
health personal care,nutrition wellness,vitamins supplements,5.0,"It took longer than what was promised to receive the Black Raspberry product, but after contacting the company it arrived in two days. Product is superior and a very good value. Will continue using this product."
grocery gourmet food,beverages,tea,3.0,"This tea didn't really work for me. I hate tea but this was easy to drink, it has a slight black licorice taste. It was worth the try."
health personal care,nutrition wellness,nutrition bars drinks,5.0,As always these keep you full and are very yummy! I love how they are a denser bar with some crunch. They really do fool you into thinking you are eating a candy bar- I have such a sweet tooth so this is a good thing.
health personal care,nutrition wellness,vitamins supplements,5.0,"I am a fan of peppermint, I used to get a wonderful peppermint tea for iced tea and it went off the market a few years ago so i returned to my tried and true black iced teas until recently. My wife and I found this tea, we love ginger as well, and I decided to try it in my iced tea maker with a bit of Stevia to sweeten it. Lo and behold, a delightful, refreshing iced tea emerged and we've been fans ever since. I found that putting this three pack on a monthly subscription makes it very affordable and we always have enough tea to get through the month.In summary, this is a very good quality mint and ginger tea and I highly recommend it -- best one I've had!"
health personal care,health care,first aid,1.0,"THESE GAUZE'S SHOULD BE NAMED ""SILLY STRINGS"". THIN BEYOND DESCRIPTION, FALL APART WHEN CUT, AND NON ABSORBANT JUNK. WORTHLESS!NOTHING AGAINST THE SELLER AS FAR AS PRICE AND SHIPPING BUT IF I WAS A SELLER I WOULDN'T CONSIDER PUTTING THIS CRAP IN MY INVENTORY FOR ANY REASON."
health personal care,nutrition wellness,vitamins supplements,1.0,It did nothing. Suggested by Dr. Oz. That was a bad call. Small company. The product didn't look very professional.
health personal care,health care,first aid,5.0,This fits in my wallet - so always great to have handy. It totally reduces swelling and redness and immediately rids me of pain. Would recommend to everyone that has problems with bites or stings.
grocery gourmet food,snack food,chips,2.0,"I am a big fan of Terra sweet potato chips for their nutrition and flavor, so I figured I would try the spiced chips. They aren't terrible, but something about the smell reminds me of body odor. I would imagine it is the cumin, so for some it might be an acquired taste.As for the packaging; They were delivered and left in the sun for a couple hours (we are currently having a 100+ heat wave) and 7/12 of the bags exploded in the box. I think Terra may put too much air in the bags."
